Metodo,Rota Completa (Atual),Rota Completa - DDD,Prefixo Mount,Path no arquivo,Local,Produto / Servico,Arquivo da rota,Variavel Router,Middleware detectado,Request Schema (Zod),Response Schema,Model Prisma principal,Entidade retornada,Consumidor,Descricao,Conforme DDD?,Patente minima,Status DDD,Observacoes
DELETE,/api/v1/cockpit/webhooks/:id,,/api/v1/cockpit/webhooks,/:id,Tenant,api-cockpit,servicos-global/tenant/api-cockpit/server/src/routes/webhooks.ts,webhooksRouter,,,,webhookConfig,,,,,,,
GET,/,,,/,Tenant,atividades,servicos-global/tenant/atividades/server/routes/atividades.ts,router,tenant,,,atividadesDados,,,,,,,
GET,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/atividades.ts,router,tenant,,,atividadesDados,,,,,,,
POST,/,,,/,Tenant,atividades,servicos-global/tenant/atividades/server/routes/atividades.ts,router,tenant,,,atividadesDados,,,,,,,
PATCH,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/atividades.ts,router,tenant,,,atividadesDados,,,,,,,
DELETE,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/atividades.ts,router,tenant,,,atividadesDados,,,,,,,
POST,/:id/timer,,,/:id/timer,Tenant,atividades,servicos-global/tenant/atividades/server/routes/atividades.ts,router,tenant,,,atividadesDados,,,,,,,
GET,/,,,/,Tenant,atividades,servicos-global/tenant/atividades/server/routes/contatos.ts,router,tenant,,,contato,,,,,,,
GET,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/contatos.ts,router,tenant,,,contato,,,,,,,
POST,/,,,/,Tenant,atividades,servicos-global/tenant/atividades/server/routes/contatos.ts,router,tenant,,,contato,,,,,,,
PATCH,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/contatos.ts,router,tenant,,,contato,,,,,,,
DELETE,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/contatos.ts,router,tenant,,,contato,,,,,,,
GET,/,,,/,Tenant,atividades,servicos-global/tenant/atividades/server/routes/empresas.ts,router,tenant,,,empresa,,,,,,,
GET,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/empresas.ts,router,tenant,,,empresa,,,,,,,
POST,/,,,/,Tenant,atividades,servicos-global/tenant/atividades/server/routes/empresas.ts,router,tenant,,,empresa,,,,,,,
PATCH,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/empresas.ts,router,tenant,,,empresa,,,,,,,
DELETE,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/empresas.ts,router,tenant,,,empresa,,,,,,,
GET,/,,,/,Tenant,atividades,servicos-global/tenant/atividades/server/routes/kanban.ts,router,tenant,,,kanbanCard,,,,,,,
GET,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/kanban.ts,router,tenant,,,kanbanCard,,,,,,,
POST,/,,,/,Tenant,atividades,servicos-global/tenant/atividades/server/routes/kanban.ts,router,tenant,,,kanbanCard,,,,,,,
PATCH,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/kanban.ts,router,tenant,,,kanbanCard,,,,,,,
POST,/reorder,,,/reorder,Tenant,atividades,servicos-global/tenant/atividades/server/routes/kanban.ts,router,tenant,,,kanbanCard,,,,,,,
DELETE,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/kanban.ts,router,tenant,,,kanbanCard,,,,,,,
GET,/,,,/,Tenant,atividades,servicos-global/tenant/atividades/server/routes/pipelines.ts,router,tenant,,,pipeline,,,,,,,
GET,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/pipelines.ts,router,tenant,,,pipeline,,,,,,,
POST,/,,,/,Tenant,atividades,servicos-global/tenant/atividades/server/routes/pipelines.ts,router,tenant,,,pipeline,,,,,,,
PATCH,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/pipelines.ts,router,tenant,,,pipeline,,,,,,,
DELETE,/:id,,,/:id,Tenant,atividades,servicos-global/tenant/atividades/server/routes/pipelines.ts,router,tenant,,,pipeline,,,,,,,
POST,/,,,/,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/empresas.ts,router,,criarEmpresaSchema,,empresa,,,,,,,
GET,/,,,/,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/empresas.ts,router,,,,empresa,,,,,,,
GET,/:suid,,,/:suid,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/empresas.ts,router,,atualizarEmpresaSchema,,empresa,,,,,,,
GET,/:suid/preview-impacto,,,/:suid/preview-impacto,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/empresas.ts,router,,atualizarEmpresaSchema,,empresa,,,,,,,
PUT,/:suid,,,/:suid,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/empresas.ts,router,,atualizarEmpresaSchema,,empresa,,,,,,,
DELETE,/:suid/compensacao,,,/:suid/compensacao,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/empresas.ts,router,,,,empresa,,,,,,,
DELETE,/:suid,,,/:suid,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/empresas.ts,router,,,,empresa,,,,,,,
POST,/,,,/,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/moedas.ts,router,,criarMoedaSchema,,moeda,,,,,,,
GET,/,,,/,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/moedas.ts,router,,atualizarMoedaSchema,,moeda,,,,,,,
GET,/:codigo,,,/:codigo,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/moedas.ts,router,,atualizarMoedaSchema,,moeda,,,,,,,
PUT,/:codigo,,,/:codigo,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/moedas.ts,router,,atualizarMoedaSchema,,moeda,,,,,,,
DELETE,/:codigo,,,/:codigo,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/moedas.ts,router,,,,moeda,,,,,,,
POST,/,,,/,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/ncm.ts,router,,criarNCMSchema,,nCM,,,,,,,
GET,/,,,/,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/ncm.ts,router,,atualizarNCMSchema,,nCM,,,,,,,
GET,/:codigo,,,/:codigo,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/ncm.ts,router,,atualizarNCMSchema,,nCM,,,,,,,
PUT,/:codigo,,,/:codigo,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/ncm.ts,router,,atualizarNCMSchema,,nCM,,,,,,,
DELETE,/:codigo,,,/:codigo,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/ncm.ts,router,,,,nCM,,,,,,,
GET,/,,,/,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/ope.ts,router,,,,oPE,,,,,,,
GET,/:suid,,,/:suid,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/ope.ts,router,,,,oPE,,,,,,,
GET,/portal-unico/:codigo_portal_unico,,,/portal-unico/:codigo_portal_unico,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/ope.ts,router,,,,oPE,,,,,,,
GET,/:suid/eventos,,,/:suid/eventos,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/ope.ts,router,,,,oPE,,,,,,,
POST,/,,,/,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/unidades.ts,router,,criarUnidadeSchema,,unidade,,,,,,,
GET,/,,,/,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/unidades.ts,router,,atualizarUnidadeSchema,,unidade,,,,,,,
GET,/:codigo,,,/:codigo,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/unidades.ts,router,,atualizarUnidadeSchema,,unidade,,,,,,,
PUT,/:codigo,,,/:codigo,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/unidades.ts,router,,atualizarUnidadeSchema,,unidade,,,,,,,
DELETE,/:codigo,,,/:codigo,Tenant,cadastros,servicos-global/tenant/cadastros/server/src/routes/unidades.ts,router,,,,unidade,,,,,,,
GET,/api/v1/erp/alertas,,,/api/v1/erp/alertas,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/alertas.ts,alertasRouter,,,,erpAlerta,,,,,,,
POST,/api/v1/erp/alertas,,,/api/v1/erp/alertas,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/alertas.ts,alertasRouter,,dismissSchema,,erpAlerta,,,,,,,
PATCH,/api/v1/erp/alertas/:id/dismiss,,,/api/v1/erp/alertas/:id/dismiss,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/alertas.ts,alertasRouter,,dismissSchema,,erpAlerta,,,,,,,
POST,/api/v1/erp/conexoes,,,/api/v1/erp/conexoes,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/conexoes.ts,conexoesRouter,,criarConexaoSchema,,conexaoERP,,,,,,,
GET,/api/v1/erp/conexoes,,,/api/v1/erp/conexoes,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/conexoes.ts,conexoesRouter,,atualizarConexaoSchema,,conexaoERP,,,,,,,
PATCH,/api/v1/erp/conexoes/:id,,,/api/v1/erp/conexoes/:id,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/conexoes.ts,conexoesRouter,,atualizarConexaoSchema,,conexaoERP,,,,,,,
DELETE,/api/v1/erp/conexoes/:id,,,/api/v1/erp/conexoes/:id,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/conexoes.ts,conexoesRouter,,,,conexaoERP,,,,,,,
POST,/api/v1/erp/conexoes/testar,,,/api/v1/erp/conexoes/testar,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/conexoes.ts,conexoesRouter,,,,,,,,,,,
GET,/health,,,/health,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/health.ts,healthRouter,,,,,,,,,,,
POST,/api/v1/erp/mapeamentos,,,/api/v1/erp/mapeamentos,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/mapeamentos.ts,mapeamentosRouter,,mapeamentoSchema,,mapeamentoCampo,,,,,,,
GET,/api/v1/erp/mapeamentos,,,/api/v1/erp/mapeamentos,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/mapeamentos.ts,mapeamentosRouter,,atualizarSchema,,mapeamentoCampo,,,,,,,
PATCH,/api/v1/erp/mapeamentos/:id,,,/api/v1/erp/mapeamentos/:id,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/mapeamentos.ts,mapeamentosRouter,,atualizarSchema,,mapeamentoCampo,,,,,,,
DELETE,/api/v1/erp/mapeamentos/:id,,,/api/v1/erp/mapeamentos/:id,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/mapeamentos.ts,mapeamentosRouter,,,,mapeamentoCampo,,,,,,,
POST,/api/v1/erp/sincronizar,,,/api/v1/erp/sincronizar,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/sincronizacao.ts,sincronizacaoRouter,,sincronizarSchema,,sincronizacaoLog,,,,,,,
GET,/api/v1/erp/sincronizacoes,,,/api/v1/erp/sincronizacoes,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/sincronizacao.ts,sincronizacaoRouter,,,,sincronizacaoLog,,,,,,,
GET,/api/v1/erp/sincronizacoes/:id,,,/api/v1/erp/sincronizacoes/:id,Tenant,conector-erp,servicos-global/tenant/conector-erp/server/routes/sincronizacao.ts,sincronizacaoRouter,,,,sincronizacaoLog,,,,,,,
GET,/api/check-access,,/api,/check-access,Tenant,configurador (tenant),servicos-global/tenant/configurador/server/routes/checkAccess.ts,checkAccessRouter,,,,,,,,,,,
GET,/api/v1/timers/stream,,/api/v1/timers,/stream,Tenant,cronometro,servicos-global/tenant/cronometro/server/routes/timers.ts,timersRouter,tenant,,,atividadesTimer,,,,,,,
GET,/api/v1/timers/active,,/api/v1/timers,/active,Tenant,cronometro,servicos-global/tenant/cronometro/server/routes/timers.ts,timersRouter,tenant,,,atividadesTimer,,,,,,,
GET,/api/v1/timers/:activity_id,,/api/v1/timers,/:activity_id,Tenant,cronometro,servicos-global/tenant/cronometro/server/routes/timers.ts,timersRouter,tenant,,,atividadesCronometro,,,,,,,
POST,/api/v1/timers/:activity_id/start,,/api/v1/timers,/:activity_id/start,Tenant,cronometro,servicos-global/tenant/cronometro/server/routes/timers.ts,timersRouter,tenant,,,atividadesTimer,,,,,,,
POST,/api/v1/timers/:activity_id/pause,,/api/v1/timers,/:activity_id/pause,Tenant,cronometro,servicos-global/tenant/cronometro/server/routes/timers.ts,timersRouter,tenant,,,atividadesTimer,,,,,,,
POST,/api/v1/timers/:activity_id/stop,,/api/v1/timers,/:activity_id/stop,Tenant,cronometro,servicos-global/tenant/cronometro/server/routes/timers.ts,timersRouter,tenant,,,atividadesTimer,,,,,,,
POST,/api/v1/timers/:activity_id/manual,,/api/v1/timers,/:activity_id/manual,Tenant,cronometro,servicos-global/tenant/cronometro/server/routes/timers.ts,timersRouter,tenant,,,atividadesCronometro,,,,,,,
PATCH,/api/v1/timers/sessions/:id,,/api/v1/timers,/sessions/:id,Tenant,cronometro,servicos-global/tenant/cronometro/server/routes/timers.ts,timersRouter,tenant,,,atividadesCronometro,,,,,,,
DELETE,/api/v1/timers/sessions/:id,,/api/v1/timers,/sessions/:id,Tenant,cronometro,servicos-global/tenant/cronometro/server/routes/timers.ts,timersRouter,tenant,,,atividadesCronometro,,,,,,,
GET,/api/v1/timers/report,,/api/v1/timers,/report,Tenant,cronometro,servicos-global/tenant/cronometro/server/routes/timers.ts,timersRouter,tenant,,,atividadesCronometro,,,,,,,
GET,/alerts,,/alerts,/,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/alert.routes.ts,alertRouter,,listAlertQuerySchema,,,,,,,,,
POST,/alerts,,/alerts,/,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/alert.routes.ts,alertRouter,,createAlertSchema,,,,,,,,,
PUT,/alerts/:id,,/alerts,/:id,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/alert.routes.ts,alertRouter,,updateAlertSchema,,,,,,,,,
DELETE,/alerts/:id,,/alerts,/:id,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/alert.routes.ts,alertRouter,,,,,,,,,,,
POST,/alerts/:id/test,,/alerts,/:id/test,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/alert.routes.ts,alertRouter,,,,,,,,,,,
GET,/catalog/fields,,/catalog,/fields,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/catalog.routes.ts,catalogRouter,,fieldsQuerySchema,,,,,,,,,
GET,/catalog/widgets,,/catalog,/widgets,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/catalog.routes.ts,catalogRouter,,widgetsQuerySchema,,,,,,,,,
GET,/catalog/suggest,,/catalog,/suggest,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/catalog.routes.ts,catalogRouter,,suggestQuerySchema,,,,,,,,,
GET,/configs,,/configs,/,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/config.routes.ts,configRouter,,listConfigQuerySchema,,,,,,,,,
POST,/configs,,/configs,/,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/config.routes.ts,configRouter,,createConfigSchema,,,,,,,,,
GET,/configs/:id,,/configs,/:id,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/config.routes.ts,configRouter,,updateConfigSchema,,,,,,,,,
PUT,/configs/:id,,/configs,/:id,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/config.routes.ts,configRouter,,updateConfigSchema,,,,,,,,,
DELETE,/configs/:id,,/configs,/:id,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/config.routes.ts,configRouter,,,,,,,,,,,
GET,/share/public/:token,,/share,/public/:token,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/share.routes.ts,shareRouter,,createShareSchema,,,,,,,,,
POST,/share,,/share,/,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/share.routes.ts,shareRouter,,createShareSchema,,,,,,,,,
GET,/share,,/share,/,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/share.routes.ts,shareRouter,,,,,,,,,,,
DELETE,/share/:id,,/share,/:id,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/share.routes.ts,shareRouter,,,,,,,,,,,
GET,/stream/:dashboardId,,/stream,/:dashboardId,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/sse.routes.ts,sseRouter,,,,,,,,,,,
POST,/widgets/query,,/widgets,/query,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/widget.routes.ts,widgetRouter,,queryBodySchema,,,,,,,,,
POST,/widgets,,/widgets,/,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/widget.routes.ts,widgetRouter,,createWidgetSchema,,,,,,,,,
PUT,/widgets/:id,,/widgets,/:id,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/widget.routes.ts,widgetRouter,,updateWidgetSchema,,,,,,,,,
DELETE,/widgets/:id,,/widgets,/:id,Tenant,dashboard,servicos-global/tenant/dashboard/server/routes/widget.routes.ts,widgetRouter,,,,,,,,,,,
POST,/api/v1/email/enviar,,,/api/v1/email/enviar,Tenant,email,servicos-global/tenant/email/server/routes/enviar.ts,enviarRouter,auth,,,templateEmail,,,,,,,
GET,/api/v1/email/fila,,,/api/v1/email/fila,Tenant,email,servicos-global/tenant/email/server/routes/fila.ts,filaRouter,auth,,,emailFilaEnvio,,,,,,,
POST,/api/v1/email/fila/:id/cancelar,,,/api/v1/email/fila/:id/cancelar,Tenant,email,servicos-global/tenant/email/server/routes/fila.ts,filaRouter,auth,,,emailFilaEnvio,,,,,,,
POST,/api/v1/email/fila/pausar,,,/api/v1/email/fila/pausar,Tenant,email,servicos-global/tenant/email/server/routes/fila.ts,filaRouter,auth,,,emailFilaEnvio,,,,,,,
POST,/api/v1/email/fila/retomar,,,/api/v1/email/fila/retomar,Tenant,email,servicos-global/tenant/email/server/routes/fila.ts,filaRouter,auth,,,emailFilaEnvio,,,,,,,
GET,/health,,,/health,Tenant,email,servicos-global/tenant/email/server/routes/health.ts,healthRouter,,,,,,,,,,,
GET,/api/v1/email/threads/:id/mensagens,,,/api/v1/email/threads/:id/mensagens,Tenant,email,servicos-global/tenant/email/server/routes/mensagens.ts,mensagensRouter,auth,,,emailAssuntosParticipantes,,,,,,,
POST,/api/v1/email/threads/:id/responder,,,/api/v1/email/threads/:id/responder,Tenant,email,servicos-global/tenant/email/server/routes/mensagens.ts,mensagensRouter,auth,,,emailAssuntosParticipantes,,,,,,,
GET,/api/v1/email/templates,,,/api/v1/email/templates,Tenant,email,servicos-global/tenant/email/server/routes/templates.ts,templatesRouter,auth,,,templateEmail,,,,,,,
POST,/api/v1/email/templates,,,/api/v1/email/templates,Tenant,email,servicos-global/tenant/email/server/routes/templates.ts,templatesRouter,auth,,,templateEmail,,,,,,,
PUT,/api/v1/email/templates/:id,,,/api/v1/email/templates/:id,Tenant,email,servicos-global/tenant/email/server/routes/templates.ts,templatesRouter,auth,,,templateEmail,,,,,,,
DELETE,/api/v1/email/templates/:id,,,/api/v1/email/templates/:id,Tenant,email,servicos-global/tenant/email/server/routes/templates.ts,templatesRouter,auth,,,templateEmail,,,,,,,
GET,/api/v1/email/threads,,,/api/v1/email/threads,Tenant,email,servicos-global/tenant/email/server/routes/threads.ts,threadsRouter,auth,,,emailAssuntosParticipantes,,,,,,,
GET,/api/v1/email/threads/:id,,,/api/v1/email/threads/:id,Tenant,email,servicos-global/tenant/email/server/routes/threads.ts,threadsRouter,auth,,,emailAssuntosParticipantes,,,,,,,
PATCH,/api/v1/email/threads/:id/status,,,/api/v1/email/threads/:id/status,Tenant,email,servicos-global/tenant/email/server/routes/threads.ts,threadsRouter,auth,,,emailAssuntosParticipantes,,,,,,,
POST,/api/v1/email/webhook,,,/api/v1/email/webhook,Tenant,email,servicos-global/tenant/email/server/routes/webhook.ts,webhookRouter,,,,,,,,,,,
POST,/api/v1/gabi/acoes,,,/api/v1/gabi/acoes,Tenant,gabi,servicos-global/tenant/gabi/server/routes/acoes.ts,acoesRouter,,acaoSchema,,,,,,,,,
POST,/api/v1/gabi/chat,,,/api/v1/gabi/chat,Tenant,gabi,servicos-global/tenant/gabi/server/routes/chat.ts,chatRouter,,chatSchema,,,,,,,,,
GET,/api/v1/gabi/chat/stream,,,/api/v1/gabi/chat/stream,Tenant,gabi,servicos-global/tenant/gabi/server/routes/chat.ts,chatRouter,,,,,,,,,,,
POST,/api/v1/gabi/conversas,,,/api/v1/gabi/conversas,Tenant,gabi,servicos-global/tenant/gabi/server/routes/conversas.ts,conversasRouter,,createConversaSchema,,conversaCompletaGabi,,,,,,,
GET,/api/v1/gabi/conversas,,,/api/v1/gabi/conversas,Tenant,gabi,servicos-global/tenant/gabi/server/routes/conversas.ts,conversasRouter,,,,conversaCompletaGabi,,,,,,,
DELETE,/api/v1/gabi/conversas/:id,,,/api/v1/gabi/conversas/:id,Tenant,gabi,servicos-global/tenant/gabi/server/routes/conversas.ts,conversasRouter,,,,conversaCompletaGabi,,,,,,,
POST,/api/v1/gabi/internal/quota-reset,,,/api/v1/gabi/internal/quota-reset,Tenant,gabi,servicos-global/tenant/gabi/server/routes/fieldHelp.ts,fieldHelpRouter,s2s,,,,,,,,,,
GET,/api/v1/gabi/admin/products/:productId/tokens/stats,,,/api/v1/gabi/admin/products/:productId/tokens/stats,Tenant,gabi,servicos-global/tenant/gabi/server/routes/fieldHelp.ts,fieldHelpRouter,s2s,,,,,,,,,,
POST,/api/v1/gabi/field-help,,,/api/v1/gabi/field-help,Tenant,gabi,servicos-global/tenant/gabi/server/routes/fieldHelp.ts,fieldHelpRouter,,,,,,,,,,,
GET,/api/v1/gabi/quota,,,/api/v1/gabi/quota,Tenant,gabi,servicos-global/tenant/gabi/server/routes/fieldHelp.ts,fieldHelpRouter,,,,,,,,,,,
GET,/health,,,/health,Tenant,gabi,servicos-global/tenant/gabi/server/routes/health.ts,healthRouter,,,,,,,,,,,
GET,/api/v1/gabi/conversas/:id/mensagens,,,/api/v1/gabi/conversas/:id/mensagens,Tenant,gabi,servicos-global/tenant/gabi/server/routes/mensagens.ts,mensagensRouter,tenant,createMensagemSchema,,conversaCompletaGabi,,,,,,,
POST,/api/v1/gabi/conversas/:id/mensagens,,,/api/v1/gabi/conversas/:id/mensagens,Tenant,gabi,servicos-global/tenant/gabi/server/routes/mensagens.ts,mensagensRouter,tenant,createMensagemSchema,,conversaCompletaGabi,,,,,,,
GET,/api/v1/gabi/usage,,,/api/v1/gabi/usage,Tenant,gabi,servicos-global/tenant/gabi/server/routes/usage.ts,usageRouter,,querySchema,,gabiaLogUso,,,,,,,
GET,/api/v1/gabi/usage/history,,,/api/v1/gabi/usage/history,Tenant,gabi,servicos-global/tenant/gabi/server/routes/usage.ts,usageRouter,,,,gabiaLogUso,,,,,,,
GET,/api/v1/ncm/buscar,,/api/v1/ncm,/buscar,Tenant,ncm-sync,servicos-global/tenant/ncm-sync/server/routes/api.ts,apiRoutes,,,,ncmItem,,,,,,,
GET,/api/v1/ncm/validar/:codigo,,/api/v1/ncm,/validar/:codigo,Tenant,ncm-sync,servicos-global/tenant/ncm-sync/server/routes/api.ts,apiRoutes,,,,ncmItem,,,,,,,
GET,/api/v1/ncm/sync/status,,/api/v1/ncm,/sync/status,Tenant,ncm-sync,servicos-global/tenant/ncm-sync/server/routes/api.ts,apiRoutes,,,,ncmSyncLog,,,,,,,
GET,/api/v1/ncm/sync/historico,,/api/v1/ncm,/sync/historico,Tenant,ncm-sync,servicos-global/tenant/ncm-sync/server/routes/api.ts,apiRoutes,,,,ncmSyncLog,,,,,,,
POST,/api/v1/ncm/sync,,/api/v1/ncm,/sync,Tenant,ncm-sync,servicos-global/tenant/ncm-sync/server/routes/api.ts,apiRoutes,s2s,,,ncmSyncLog,,,,,,,
GET,/api/v1/ncm/admin/status,,/api/v1/ncm,/admin/status,Tenant,ncm-sync,servicos-global/tenant/ncm-sync/server/routes/api.ts,apiRoutes,s2s,,,ncmSyncLog,,,,,,,
GET,/api/v1/ncm/admin/historico,,/api/v1/ncm,/admin/historico,Tenant,ncm-sync,servicos-global/tenant/ncm-sync/server/routes/api.ts,apiRoutes,s2s,,,ncmSyncLog,,,,,,,
POST,/api/v1/ncm/admin/sync/:tenantId,,/api/v1/ncm,/admin/sync/:tenantId,Tenant,ncm-sync,servicos-global/tenant/ncm-sync/server/routes/api.ts,apiRoutes,s2s,,,ncmSyncLog,,,,,,,
GET,/api/v1/ncm/admin/schedule,,/api/v1/ncm,/admin/schedule,Tenant,ncm-sync,servicos-global/tenant/ncm-sync/server/routes/api.ts,apiRoutes,s2s,,,ncmScheduleConfig,,,,,,,
PUT,/api/v1/ncm/admin/schedule,,/api/v1/ncm,/admin/schedule,Tenant,ncm-sync,servicos-global/tenant/ncm-sync/server/routes/api.ts,apiRoutes,s2s,,,ncmScheduleConfig,,,,,,,
POST,/api/v1/ncm/admin/schedule/execute,,/api/v1/ncm,/admin/schedule/execute,Tenant,ncm-sync,servicos-global/tenant/ncm-sync/server/routes/api.ts,apiRoutes,s2s,,,ncmSyncLog,,,,,,,
GET,/api/v1/ncm/invalidos,,/api/v1/ncm,/invalidos,Tenant,ncm-sync,servicos-global/tenant/ncm-sync/server/routes/api.ts,apiRoutes,,,,ncmItem,,,,,,,
POST,/api/v1/notificacoes,,/api/v1/notificacoes,/,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/api.ts,apiRoutes,,createBodySchema,,notificacoesTituloCorpo,,,,,,,
GET,/api/v1/notificacoes,,/api/v1/notificacoes,/,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/api.ts,apiRoutes,,listQuerySchema,,notificacoesTituloCorpo,,,,,,,
GET,/api/v1/notificacoes/stream,,/api/v1/notificacoes,/stream,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/api.ts,apiRoutes,,idParamSchema,,notificacoesTituloCorpo,,,,,,,
PUT,/api/v1/notificacoes/:id/read,,/api/v1/notificacoes,/:id/read,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/api.ts,apiRoutes,,idParamSchema,,notificacoesTituloCorpo,,,,,,,
PUT,/api/v1/notificacoes/read-all,,/api/v1/notificacoes,/read-all,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/api.ts,apiRoutes,,sendBodySchema,,notificacoesTituloCorpo,,,,,,,
POST,/api/v1/notificacoes/send,,/api/v1/notificacoes,/send,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/api.ts,apiRoutes,,sendBodySchema,,notificacoesTituloCorpo,,,,,,,
DELETE,/api/v1/notificacoes/:id,,/api/v1/notificacoes,/:id,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/api.ts,apiRoutes,,idParamSchema,,notificacoesTituloCorpo,,,,,,,
GET,/api/v1/notificacoes/config,,/api/v1/notificacoes,/config,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/api.ts,apiRoutes,,channelConfigBodySchema,,configuracaoCanalTenant,,,,,,,
PATCH,/api/v1/notificacoes/config,,/api/v1/notificacoes,/config,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/api.ts,apiRoutes,,channelConfigBodySchema,,configuracaoCanalTenant,,,,,,,
GET,/api/v1/notificacoes/contacts,,/api/v1/notificacoes,/contacts,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/api.ts,apiRoutes,,contactBodySchema,,contatoExterno,,,,,,,
